,rank,title,artist,date
667,68,Тепло,Max Korzh,06/09/2020
668,69,Август,Intelligency,06/09/2020
669,70,A Million on My Soul (Remix) feat. Alexiane,Moses & EMR3YGUL,06/09/2020
670,71,Положение,Scriptonite,06/09/2020
671,72,Lonely,Max Barskih & Джаро,06/09/2020
672,73,Грустный дэнс (feat. Артём Качер),Artik & Asti,06/09/2020
673,74,ЯТЛ,Zivert,06/09/2020
674,75,Двигаться,Raim,06/09/2020
675,76,BALENCIAGA,FILV,06/09/2020
676,77,Kosandra,Miyagi & Andy Panda,06/09/2020
677,78,Положение,DIOR & Samo & ID,06/09/2020
678,79,Beverly Hills,Zivert,06/09/2020
679,80,Moskva lyubit...,Scriptonite,06/09/2020
680,81,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,06/09/2020
681,82,Credo,Zivert,06/09/2020
682,83,Life,Zivert,06/09/2020
683,84,Atlant,Miyagi & Andy Panda,06/09/2020
684,85,Midnight Sky,Miley Cyrus,06/09/2020
685,86,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,06/09/2020
686,87,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,06/09/2020
687,88,Камин (feat. JONY),EMIN,06/09/2020
688,89,Дежавю,kizaru,06/09/2020
689,90,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,06/09/2020
690,91,3-е сентября,Mikhail Shufutinskiy,06/09/2020
691,92,Луна не знает пути,Тайпан & Agunda,06/09/2020
692,93,Kings & Queens,Ava Max,06/09/2020
693,94,МАЛЬЧИК,ФОГЕЛЬ,06/09/2020
694,95,Tantra,Miyagi & Andy Panda,06/09/2020
695,96,Зелёные волны,Zivert,06/09/2020
696,97,Dance Monkey,Tones And I,06/09/2020
697,98,Лютики,просто Лера,06/09/2020
698,99,По щекам слёзы,КУЧЕР & JANAGA,06/09/2020
699,100,Ice Cream,BLACKPINK & Selena Gomez,06/09/2020
700,1,Coco L'Eau,Egor Kreed & The Limba,07/09/2020
701,2,Lollipop,Allj & MORGENSHTERN,07/09/2020
702,3,БЕГИ (feat. Poët),DJ Smash,07/09/2020
703,4,неболей,Basta & Zivert,07/09/2020
704,5,Ты пари,JONY,07/09/2020
705,6,Сияй,Ramil',07/09/2020
706,7,Юность,Dabro,07/09/2020
707,8,ERRDAY,Big Baby Tape,07/09/2020
708,9,Lollipop,Gafur & JONY,07/09/2020
709,10,Мир сошёл с ума,JONY,07/09/2020
710,11,WAP (feat. Megan Thee Stallion),Cardi B,07/09/2020
711,12,Если тебе будет грустно,Rauf & Faik & NILETTO,07/09/2020
712,13,Cadillac,MORGENSHTERN & Allj,07/09/2020
713,14,Minor,Miyagi & Andy Panda,07/09/2020
714,15,X.O,The Limba & Andro,07/09/2020
715,16,Твой поцелуй,Асия & NЮ,07/09/2020
716,17,Поболело и прошло,HENSY,07/09/2020
717,18,Краш,Klava Koka & NILETTO,07/09/2020
718,19,Лето на ветер,Guf & Kravz,07/09/2020
719,20,А если это любовь?,HammAli & Navai,07/09/2020
720,21,Вали,Канги,07/09/2020
721,22,Fendi,Rakhim,07/09/2020
722,23,На своём вайбе (feat. Гуф),Jah Khalib,07/09/2020
723,24,А уже фсё,Mitchel,07/09/2020
724,25,Меня не будет (feat. SALUKI),ANIKV,07/09/2020
725,26,А за окном дожди,JONY,07/09/2020
726,27,Ураган (feat. V $ X V PRiNCE),Guf & Murovei,07/09/2020
727,28,Ты беспощадна,JONY,07/09/2020
728,29,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,07/09/2020
729,30,Там ревели горы,Miyagi & Andy Panda,07/09/2020
730,31,Нежность,Mary Gu,07/09/2020
731,32,Не смогу,VERBEE & KARA KROSS,07/09/2020
732,33,Минимум,Ямаджи & Фейджи,07/09/2020
733,34,Fly 2 (feat. NILETTO),Zivert,07/09/2020
734,35,Blinding Lights,The Weeknd,07/09/2020
735,36,Lovefool,twocolors,07/09/2020
736,37,F..k That,Bastard!,07/09/2020
737,38,Океан,Mari Kraymbreri,07/09/2020
738,39,Плачу на техно,Cream Soda & Khleb,07/09/2020
739,40,В последний раз,Тима Белорусских,07/09/2020
740,41,ВЕЧЕРиНОЧКА,MONATIK & Вера Брежнева,07/09/2020
741,42,Девочка танцуй,Artik & Asti,07/09/2020
742,43,Комета,JONY,07/09/2020
743,44,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,07/09/2020
744,45,Ей нравится,Lesha Svik,07/09/2020
745,46,POPSTAR (feat. Drake),DJ Khaled,07/09/2020
746,47,Фаталити (feat. KAREENA),Elena Temnikova,07/09/2020
747,48,Французский поцелуй,Misha Marvin & Hanna,07/09/2020
748,49,ICE (feat. MORGENSHTERN),MORGENSHTERN,07/09/2020
749,50,Не пускайте танцевать (feat. Aslai),"Timran, Zell & Batrai",07/09/2020
750,51,Utopia,Miyagi & Andy Panda,07/09/2020
751,52,Boom Boom,LOBODA & PHARAOH,07/09/2020
752,53,Mood (feat. iann dior),24kGoldn,07/09/2020
753,54,Yamakasi,Miyagi & Andy Panda,07/09/2020
754,55,Втюрилась,dora,07/09/2020
755,56,Дерзко (feat. Kali),Truwer,07/09/2020
756,57,Покинула чат,Klava Koka,07/09/2020
757,58,Ананасовый сироп,Natan & Ганвест,07/09/2020
758,59,Бумажный дом,Mot,07/09/2020
759,60,Все мимо,Artik & Asti,07/09/2020
760,61,Положение,Scriptonite,07/09/2020
761,62,Было или нет?,ANIKV & SALUKI,07/09/2020
762,63,Забываю обещания,Andro,07/09/2020
763,64,Небесные розы,JONY,07/09/2020
764,65,Девочка с картинки,Egor Kreed,07/09/2020
765,66,Прятки,HammAli & Navai,07/09/2020
766,67,Тепло,Max Korzh,07/09/2020
767,68,A Million on My Soul (Remix) feat. Alexiane,Moses & EMR3YGUL,07/09/2020
768,69,Август,Intelligency,07/09/2020
769,70,Dynamite,BTS,07/09/2020
770,71,Moskva lyubit...,Scriptonite,07/09/2020
771,72,Любимка,NILETTO,07/09/2020
772,73,Kosandra,Miyagi & Andy Panda,07/09/2020
773,74,Положение,DIOR & Samo & ID,07/09/2020
774,75,ЯТЛ,Zivert,07/09/2020
775,76,Грустный дэнс (feat. Артём Качер),Artik & Asti,07/09/2020
776,77,BALENCIAGA,FILV,07/09/2020
777,78,Лютики,просто Лера,07/09/2020
778,79,Двигаться,Raim,07/09/2020
779,80,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,07/09/2020
780,81,Lonely,Max Barskih & Джаро,07/09/2020
781,82,Atlant,Miyagi & Andy Panda,07/09/2020
782,83,Beverly Hills,Zivert,07/09/2020
783,84,Credo,Zivert,07/09/2020
784,85,Дежавю,kizaru,07/09/2020
785,86,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,07/09/2020
786,87,Ice Cream,BLACKPINK & Selena Gomez,07/09/2020
787,88,Life,Zivert,07/09/2020
788,89,Камин (feat. JONY),EMIN,07/09/2020
789,90,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,07/09/2020
790,91,По щекам слёзы,КУЧЕР & JANAGA,07/09/2020
791,92,Kings & Queens,Ava Max,07/09/2020
792,93,Midnight Sky,Miley Cyrus,07/09/2020
793,94,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,07/09/2020
794,95,Tantra,Miyagi & Andy Panda,07/09/2020
795,96,МАЛЬЧИК,ФОГЕЛЬ,07/09/2020
796,97,Луна не знает пути,Тайпан & Agunda,07/09/2020
797,98,Watermelon Sugar,Harry Styles,07/09/2020
798,99,Забил,ATL,07/09/2020
799,100,Зелёные волны,Zivert,07/09/2020
800,1,Coco L'Eau,Egor Kreed & The Limba,08/09/2020
801,2,Lollipop,Allj & MORGENSHTERN,08/09/2020
802,3,БЕГИ (feat. Poët),DJ Smash,08/09/2020
803,4,неболей,Basta & Zivert,08/09/2020
804,5,Ты пари,JONY,08/09/2020
805,6,Сияй,Ramil',08/09/2020
806,7,Юность,Dabro,08/09/2020
807,8,ERRDAY,Big Baby Tape,08/09/2020
808,9,Lollipop,Gafur & JONY,08/09/2020
809,10,Если тебе будет грустно,Rauf & Faik & NILETTO,08/09/2020
810,11,Мир сошёл с ума,JONY,08/09/2020
811,12,WAP (feat. Megan Thee Stallion),Cardi B,08/09/2020
812,13,Minor,Miyagi & Andy Panda,08/09/2020
813,14,X.O,The Limba & Andro,08/09/2020
814,15,Cadillac,MORGENSHTERN & Allj,08/09/2020
815,16,Твой поцелуй,Асия & NЮ,08/09/2020
816,17,Поболело и прошло,HENSY,08/09/2020
817,18,Краш,Klava Koka & NILETTO,08/09/2020
818,19,Лето на ветер,Guf & Kravz,08/09/2020
819,20,А если это любовь?,HammAli & Navai,08/09/2020
820,21,Fendi,Rakhim,08/09/2020
821,22,Вали,Канги,08/09/2020
822,23,На своём вайбе (feat. Гуф),Jah Khalib,08/09/2020
823,24,Меня не будет (feat. SALUKI),ANIKV,08/09/2020
824,25,Ураган (feat. V $ X V PRiNCE),Guf & Murovei,08/09/2020
825,26,Ты беспощадна,JONY,08/09/2020
826,27,А уже фсё,Mitchel,08/09/2020
827,28,А за окном дожди,JONY,08/09/2020
828,29,Там ревели горы,Miyagi & Andy Panda,08/09/2020
829,30,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,08/09/2020
830,31,Минимум,Ямаджи & Фейджи,08/09/2020
831,32,Краски,FEDUK,08/09/2020
832,33,Нежность,Mary Gu,08/09/2020
833,34,Не смогу,VERBEE & KARA KROSS,08/09/2020
834,35,Fly 2 (feat. NILETTO),Zivert,08/09/2020
835,36,Blinding Lights,The Weeknd,08/09/2020
836,37,Lovefool,twocolors,08/09/2020
837,38,Океан,Mari Kraymbreri,08/09/2020
838,39,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,08/09/2020
839,40,F..k That,Bastard!,08/09/2020
840,41,Плачу на техно,Cream Soda & Khleb,08/09/2020
841,42,В последний раз,Тима Белорусских,08/09/2020
842,43,Девочка танцуй,Artik & Asti,08/09/2020
843,44,Фаталити (feat. KAREENA),Elena Temnikova,08/09/2020
844,45,ВЕЧЕРиНОЧКА,MONATIK & Вера Брежнева,08/09/2020
845,46,Комета,JONY,08/09/2020
846,47,Не пускайте танцевать (feat. Aslai),"Timran, Zell & Batrai",08/09/2020
847,48,Французский поцелуй,Misha Marvin & Hanna,08/09/2020
848,49,Utopia,Miyagi & Andy Panda,08/09/2020
849,50,Ей нравится,Lesha Svik,08/09/2020
850,51,POPSTAR (feat. Drake),DJ Khaled,08/09/2020
851,52,ICE (feat. MORGENSHTERN),MORGENSHTERN,08/09/2020
852,53,Втюрилась,dora,08/09/2020
853,54,Boom Boom,LOBODA & PHARAOH,08/09/2020
854,55,Yamakasi,Miyagi & Andy Panda,08/09/2020
855,56,Все мимо,Artik & Asti,08/09/2020
856,57,Лютики,просто Лера,08/09/2020
857,58,Август,Intelligency,08/09/2020
858,59,Бумажный дом,Mot,08/09/2020
859,60,Положение,Scriptonite,08/09/2020
860,61,Покинула чат,Klava Koka,08/09/2020
861,62,Дерзко (feat. Kali),Truwer,08/09/2020
862,63,Ананасовый сироп,Natan & Ганвест,08/09/2020
863,64,Забываю обещания,Andro,08/09/2020
864,65,Прятки,HammAli & Navai,08/09/2020
865,66,Девочка с картинки,Egor Kreed,08/09/2020
866,67,Небесные розы,JONY,08/09/2020
867,68,Mood (feat. iann dior),24kGoldn,08/09/2020
868,69,A Million on My Soul (Remix) feat. Alexiane,Moses & EMR3YGUL,08/09/2020
869,70,Тепло,Max Korzh,08/09/2020
870,71,Было или нет?,ANIKV & SALUKI,08/09/2020
871,72,Moskva lyubit...,Scriptonite,08/09/2020
872,73,Kosandra,Miyagi & Andy Panda,08/09/2020
873,74,Dynamite,BTS,08/09/2020
874,75,Положение,DIOR & Samo & ID,08/09/2020
875,76,ЯТЛ,Zivert,08/09/2020
876,77,Любимка,NILETTO,08/09/2020
877,78,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,08/09/2020
878,79,Грустный дэнс (feat. Артём Качер),Artik & Asti,08/09/2020
879,80,Atlant,Miyagi & Andy Panda,08/09/2020
880,81,Двигаться,Raim,08/09/2020
881,82,BALENCIAGA,FILV,08/09/2020
882,83,Beverly Hills,Zivert,08/09/2020
883,84,Credo,Zivert,08/09/2020
884,85,Дежавю,kizaru,08/09/2020
885,86,По щекам слёзы,КУЧЕР & JANAGA,08/09/2020
886,87,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,08/09/2020
887,88,Life,Zivert,08/09/2020
888,89,Камин (feat. JONY),EMIN,08/09/2020
889,90,Lonely,Max Barskih & Джаро,08/09/2020
890,91,Tantra,Miyagi & Andy Panda,08/09/2020
891,92,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,08/09/2020
892,93,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,08/09/2020
893,94,Kings & Queens,Ava Max,08/09/2020
894,95,МАЛЬЧИК,ФОГЕЛЬ,08/09/2020
895,96,Луна не знает пути,Тайпан & Agunda,08/09/2020
896,97,Ice Cream,BLACKPINK & Selena Gomez,08/09/2020
897,98,Midnight Sky,Miley Cyrus,08/09/2020
898,99,Забил,ATL,08/09/2020
899,100,Зелёные волны,Zivert,08/09/2020
0,1,Coco L'Eau,Egor Kreed & The Limba,10/09/2020
1,2,БЕГИ (feat. Poët),DJ Smash,10/09/2020
2,3,Lollipop,Allj & MORGENSHTERN,10/09/2020
3,4,неболей,Basta & Zivert,10/09/2020
4,5,Сияй,Ramil',10/09/2020
5,6,Окей,Тима Белорусских,10/09/2020
6,7,Ты пари,JONY,10/09/2020
7,8,Юность,Dabro,10/09/2020
8,9,Если тебе будет грустно,Rauf & Faik & NILETTO,10/09/2020
9,10,Lollipop,Gafur & JONY,10/09/2020
10,11,ERRDAY,Big Baby Tape,10/09/2020
11,12,Мир сошёл с ума,JONY,10/09/2020
12,13,WAP (feat. Megan Thee Stallion),Cardi B,10/09/2020
13,14,Cadillac,MORGENSHTERN & Allj,10/09/2020
14,15,Minor,Miyagi & Andy Panda,10/09/2020
15,16,Твой поцелуй,Асия & NЮ,10/09/2020
16,17,Краски,FEDUK,10/09/2020
17,18,X.O,The Limba & Andro,10/09/2020
18,19,Поболело и прошло,HENSY,10/09/2020
19,20,Краш,Klava Koka & NILETTO,10/09/2020
20,21,А если это любовь?,HammAli & Navai,10/09/2020
21,22,Fendi,Rakhim,10/09/2020
22,23,Вали,Канги,10/09/2020
23,24,Лето на ветер,Guf & Kravz,10/09/2020
24,25,На своём вайбе (feat. Гуф),Jah Khalib,10/09/2020
25,26,А за окном дожди,JONY,10/09/2020
26,27,Ураган (feat. V $ X V PRiNCE),Guf & Murovei,10/09/2020
27,28,Ты беспощадна,JONY,10/09/2020
28,29,Меня не будет (feat. SALUKI),ANIKV,10/09/2020
29,30,Там ревели горы,Miyagi & Andy Panda,10/09/2020
30,31,А уже фсё,Mitchel,10/09/2020
31,32,Moskva lyubit...,Scriptonite,10/09/2020
32,33,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,10/09/2020
33,34,Океан,Mari Kraymbreri,10/09/2020
34,35,Минимум,Ямаджи & Фейджи,10/09/2020
35,36,Не смогу,VERBEE & KARA KROSS,10/09/2020
36,37,Нежность,Mary Gu,10/09/2020
37,38,Fly 2 (feat. NILETTO),Zivert,10/09/2020
38,39,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,10/09/2020
39,40,Blinding Lights,The Weeknd,10/09/2020
40,41,Lovefool,twocolors,10/09/2020
41,42,Девочка танцуй,Artik & Asti,10/09/2020
42,43,Фаталити (feat. KAREENA),Elena Temnikova,10/09/2020
43,44,Не пускайте танцевать (feat. Aslai),"Timran, Zell & Batrai",10/09/2020
44,45,Комета,JONY,10/09/2020
45,46,F..k That,Bastard!,10/09/2020
46,47,Плачу на техно,Cream Soda & Khleb,10/09/2020
47,48,ВЕЧЕРиНОЧКА,MONATIK & Вера Брежнева,10/09/2020
48,49,В последний раз,Тима Белорусских,10/09/2020
49,50,Втюрилась,dora,10/09/2020
50,51,Лютики,просто Лера,10/09/2020
51,52,Французский поцелуй,Misha Marvin & Hanna,10/09/2020
52,53,Ей нравится,Lesha Svik,10/09/2020
53,54,POPSTAR (feat. Drake),DJ Khaled,10/09/2020
54,55,Utopia,Miyagi & Andy Panda,10/09/2020
55,56,ICE (feat. MORGENSHTERN),MORGENSHTERN,10/09/2020
56,57,Все мимо,Artik & Asti,10/09/2020
57,58,Положение,Scriptonite,10/09/2020
58,59,A Million on My Soul (Remix) feat. Alexiane,Moses & EMR3YGUL,10/09/2020
59,60,Boom Boom,LOBODA & PHARAOH,10/09/2020
60,61,Yamakasi,Miyagi & Andy Panda,10/09/2020
61,62,Бумажный дом,Mot,10/09/2020
62,63,Забываю обещания,Andro,10/09/2020
63,64,Прятки,HammAli & Navai,10/09/2020
64,65,Покинула чат,Klava Koka,10/09/2020
65,66,Август,Intelligency,10/09/2020
66,67,Девочка с картинки,Egor Kreed,10/09/2020
67,68,Ананасовый сироп,Natan & Ганвест,10/09/2020
68,69,ЯТЛ,Zivert,10/09/2020
69,70,Небесные розы,JONY,10/09/2020
70,71,Kosandra,Miyagi & Andy Panda,10/09/2020
71,72,I Got Love (feat. Рем Дигга),Miyagi & Эндшпиль,10/09/2020
72,73,Любимка,NILETTO,10/09/2020
73,74,Грустный дэнс (feat. Артём Качер),Artik & Asti,10/09/2020
74,75,Dynamite,BTS,10/09/2020
75,76,Mood (feat. iann dior),24kGoldn,10/09/2020
76,77,Тепло,Max Korzh,10/09/2020
77,78,Положение,DIOR & Samo & ID,10/09/2020
78,79,Beverly Hills,Zivert,10/09/2020
79,80,Дерзко (feat. Kali),Truwer,10/09/2020
80,81,Двигаться,Raim,10/09/2020
81,82,Credo,Zivert,10/09/2020
82,83,Atlant,Miyagi & Andy Panda,10/09/2020
83,84,По щекам слёзы,КУЧЕР & JANAGA,10/09/2020
84,85,Life,Zivert,10/09/2020
85,86,Было или нет?,ANIKV & SALUKI,10/09/2020
86,87,BALENCIAGA,FILV,10/09/2020
87,88,Дежавю,kizaru,10/09/2020
88,89,Камин (feat. JONY),EMIN,10/09/2020
89,90,Brooklyn (feat. TumaniYO),Miyagi & Andy Panda,10/09/2020
90,91,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,10/09/2020
91,92,Lonely,Max Barskih & Джаро,10/09/2020
92,93,Kings & Queens,Ava Max,10/09/2020
93,94,МАЛЬЧИК,ФОГЕЛЬ,10/09/2020
94,95,Tantra,Miyagi & Andy Panda,10/09/2020
95,96,2X20 (feat. SALUKI),OSA,10/09/2020
96,97,Таблетка,Джаро & Ханза & kavabanga Depo kolibri,10/09/2020
97,98,Луна не знает пути,Тайпан & Agunda,10/09/2020
98,99,Ice Cream,BLACKPINK & Selena Gomez,10/09/2020
99,100,Забил,ATL,10/09/2020
